annual_sales_quant,avg_sales_price,category,color,condition,description,highest_bid,lowest_ask,product_title,release_date,retail_price,style,ticker,year_high,year_low,,
72,155,streetwear,,New,"Supreme came in hotter than the sun itself with their Honda x Fox collaboration released as a part of their FW19 Week 6 drop which even included a literal Supreme Honda CRF 250R Dirt Bike. The full collaborative capsule featured items from helmets to jerseys to goggles to apparel, all of which features Supreme, Honda, and Fox branding. The Moto Jerseys released in two colorways and feature Honda's motorcycle logo (with the wing) above the Supreme logo and the Fox logo at the bottom. The Supreme Honda Fox Racing Moto Jersey Top released on October 3rd, 2019, and retailed for $158 USD.",115,119,Supreme Honda Fox Racing Moto Jersey Top Moss,10/3/19 0:00,158,, SUP-HOFRMJTMSS,250,95,,
619,69,streetwear,,New,,80,59,Travis Scott Astroworld Tour Tee Black,,45,, TS-ASTTBK,140,47,,
1,170,streetwear,,New,,143,255,BAPE x F1 Mock Neck Long Sleeve Tee Black,10/5/19 0:00,109,, B-XFMNLSBK,170,170,,
398,238,streetwear,,New,,220,199,Supreme The Velvet Underground Nico Hooded Sweatshirt Multicolor,9/19/19 0:00,198,, SUP-THVUNHSMC,300,187,,
139,332,streetwear,,New,,310,311,Supreme Honda Fox Racing Puffy Zip Up Jacket Black,10/3/19 0:00,258,, SUP-HOFRPZUBK,450,295,,
66,81,streetwear,,New,,76,60,Supreme Honda Fox Racing Gloves Red,10/3/19 0:00,88,, SUP-HOFRGRD,104,52,,
23,65,streetwear,,New,,70,59,Supreme Pillows Tee Dusty Teal,10/10/19 0:00,38,, SUP-PITDT,85,50,,
73,300,streetwear,,New,,280,268,Supreme Honda Fox Racing Puffy Zip Up Jacket Dark Green,10/3/19 0:00,258,, SUP-HOFRPZUDGN,373,256,,
27,60,streetwear,,New,,58,57,Supreme Bible Tee White,10/10/19 0:00,38,, SUP-BITWH,84,50,,
28,71,streetwear,,New,,60,55,Uniqlo x Engineered Garments Fleece Combination Jacket Black,10/10/19 0:00,,, UQL-XEGFCJBK,142,50,,
59,85,streetwear,,New,,90,83,Supreme Internationale S/S Top Black,10/3/19 0:00,58,, SUP-INSTBK,102,65,,
71,67,streetwear,,New,,68,74,Supreme Basket Weave Beanie Natural,10/3/19 0:00,34,, SUP-BAWBNTL,80,56,,
29,71,streetwear,,New,,95,69,Uniqlo x Engineered Garments Fleece Combination Jacket Olive,10/10/19 0:00,,, UQL-XEGFCJOV,100,50,,
28,56,streetwear,,New,,51,57,Supreme Big Logo Beanie (FW19) Red,10/10/19 0:00,40,, SUP-BILBRD,61,51,,
117,333,streetwear,,New,"Supreme came in hotter than the sun itself with their Honda x Fox collaboration released as a part of their FW19 Week 6 drop which even included a literal Supreme Honda CRF 250R Dirt Bike. The full collaborative capsule featured items from helmets to jerseys to goggles to apparel, all of which features Supreme, Honda, and Fox branding. The helmets released in two colorways, both of which feature a yellow brim fading to a different color on the helmet, one being a light blue and the other being white. The Supreme Honda Fox Racing V1 Helmet released on October 3rd, 2019, and retailed for $258 USD.",303,268,Supreme Honda Fox Racing V1 Helmet Red,10/3/19 0:00,258,, SUP-HOFRVHRD,550,250,,
4779,37,streetwear,,New,,38,36,KAWS x Uniqlo Companion Tee (US Sizing) Pink,6/3/19 0:00,15,, K-XUCTPK,80,21,,
78,70,streetwear,,New,,60,62,Palace U Figure T-Shirt Black,10/4/19 0:00,48,, PAL-UFTBK,85,50,,
96,218,streetwear,,New,,230,213,Supreme 1-800 Hooded Sweatshirt Black,10/3/19 0:00,168,, SUP-1-HSBK,246,190,,
47,141,streetwear,,New,,150,135,Travis Scott Highest In The Room Tee Tie Dye,10/4/19 0:00,50,, TS-HIITRTTDY,198,75,,
28,55,streetwear,,New,,70,57,Supreme Pillows Tee Ash Grey,10/10/19 0:00,38,, SUP-PITAG,60,50,,
37,152,streetwear,,New,,180,144,100 Thieves Tri-color Zip Windbreaker Multi,10/5/19 0:00,110,, TVS-TRZWMTI,260,119,,
113,138,streetwear,,New,"Supreme came in hotter than the sun itself with their Honda x Fox collaboration released as a part of their FW19 Week 6 drop which even included a literal Supreme Honda CRF 250R Dirt Bike. The full collaborative capsule featured items from helmets to jerseys to goggles to apparel, all of which features Supreme, Honda, and Fox branding. The Vue Goggles were dropped in two colors, both of which feature a red Supreme band around the back but different colored paneling on the front with one colorway's lens coming in smoke and the other in yellow. The Supreme Honda Fox Racing Vue Goggles released on October 3rd, 2019, and retailed for $158 USD.",101,112,Supreme Honda Fox Racing Vue Goggles Moss,10/3/19 0:00,158,, SUP-HOFRVGMSS,207,100,,
149,192,streetwear,,New,,180,164,Supreme Honda Fox Racing Crewneck Red,10/3/19 0:00,158,, SUP-HOFRCRD,250,150,,
36,64,streetwear,,New,,71,66,Supreme Pillows Tee Navy,10/10/19 0:00,38,, SUP-PITNV,79,48,,
50,61,streetwear,,New,,66,60,Supreme Bible Tee Black,10/10/19 0:00,38,, SUP-BITBK,71,47,,
1,40,streetwear,,New,,,28,Palace Duck Out Sock Black,10/4/19 0:00,18,, PAL-DUOSBK,40,40,,
5752,34,streetwear,,New,,40,30,KAWS x Uniqlo Gone Tee (US Sizing) White,6/3/19 0:00,15,, K-XUGTWH,79,20,,
52,60,streetwear,,New,,55,59,Supreme Big Logo Beanie (FW19) Black,10/10/19 0:00,40,, SUP-BILBBK,63,52,,
190,148,streetwear,,New,"Supreme came in hotter than the sun itself with their Honda x Fox collaboration released as a part of their FW19 Week 6 drop which even included a literal Supreme Honda CRF 250R Dirt Bike. The full collaborative capsule featured items from helmets to jerseys to goggles to apparel, all of which features Supreme, Honda, and Fox branding. The Moto Jerseys released in two colorways and feature Honda's motorcycle logo (with the wing) above the Supreme logo and the Fox logo at the bottom. The Supreme Honda Fox Racing Moto Jersey Top released on October 3rd, 2019, and retailed for $158 USD.",110,113,Supreme Honda Fox Racing Moto Jersey Top Red,10/3/19 0:00,158,, SUP-HOFRMJTRD,250,91,,
6670,51,streetwear,,New,"Looking for a new subtle flex? Supreme has been collaborating with Hanes on branded basics for years, delivering boxer briefs, tagless tee shirts, and socks for anyone looking to upgrade their basics. The black boxer briefs are a classic pair of Hanes boxer briefs with Supreme’s classic heavy futura oblique font on the waistband. This 4-pack retailed for $36 and has released numerous times throughout the years. Place a bid today to take your basics to the next level. ",43,45,Supreme Hanes Boxer (4 Pack) Briefs Black,8/24/17 0:00,36,, SP-HBBBK,500,34,,
51,154,streetwear,,New,,99,115,Nike x UN LeBron James More Than An Athlete Hoodie Black,10/6/19 0:00,100,, NK-XULJMTBK,251,100,,
246,152,streetwear,,New,"Supreme came in hotter than the sun itself with their Honda x Fox collaboration released as a part of their FW19 Week 6 drop which even included a literal Supreme Honda CRF 250R Dirt Bike. The full collaborative capsule featured items from helmets to jerseys to goggles to apparel, all of which features Supreme, Honda, and Fox branding. The Vue Goggles were dropped in two colors, both of which feature a red Supreme band around the back but different colored paneling on the front with one colorway's lens coming in smoke and the other in yellow. The Supreme Honda Fox Racing Vue Goggles released on October 3rd, 2019, and retailed for $158 USD.",110,124,Supreme Honda Fox Racing Vue Goggles Red,10/3/19 0:00,158,, SUP-HOFRVGRD,199,111,,
,,streetwear,,New,,153,550,Kanye West Sunday Service Gold Detroit II (Yeezy Promo) Crewneck Navy,9/27/19 0:00,140,, KW-SUSGDINV,,,,
430,222,streetwear,,New,,211,198,Supreme Honda Fox Racing Crewneck Black,10/3/19 0:00,158,, SUP-HOFRCBK,281,192,,
,,streetwear,,New,,66,100,Palace London Wave T-Shirt White,10/4/19 0:00,78,, PAL-LOWTWH,,,,
74,67,streetwear,,New,,85,59,Supreme Pillows Tee White,10/10/19 0:00,38,, SUP-PITWH,89,55,,
591,217,streetwear,,New,"Supreme's first major brand collaboration of FW19 came in Week 5 as the brand came together with former collaborator, Lacoste. The collaboration yielded a full range of apparel including hoodies, jackets, half zip pullovers, pants, hats, bags, and even a cardigan. The Logo Panel Hooded Sweatshirt dropped in five colorways and features collaborative dual branding with the Lacoste Croc logo on the chest and the word ""Lacoste"" across the chest in large block lettering and the word Supreme laid over it. The Supreme LACOSTE Logo Panel Hooded Sweatshirt released on September 26th, 2019, and retailed for $158 USD.",239,200,Supreme LACOSTE Logo Panel Hooded Sweatshirt Black,9/26/19 0:00,158,, SUP-LALPHSBK,300,187,,
166,70,streetwear,,New,,89,74,Supreme Pillows Tee Black,10/10/19 0:00,38,, SUP-PITBK,91,58,,
,,streetwear,,New,,40,225,Palace P-Stealth Shell Cargos Blue Camo,10/4/19 0:00,188,, PAL-P-SCBCM,,,,
,,streetwear,,New,,,750,BAPE ABC Dot Reflective Camo Down Jacket Black,10/6/19 0:00,649,, B-ABDRCDJBK,,,,
,,streetwear,,New,,36,60,Supreme Snap Pocket Camp Cap Violet,10/3/19 0:00,48,, SUP-SNPCCVLT,,,,
,,streetwear,,New,,400,579,BAPE 1st Camo Kimono Hoodie Green,9/30/19 0:00,359,, B-1SCKHGRN,,,,
258,217,streetwear,,New,,201,176,Supreme Honda Fox Racing Crewneck Dark Green,10/3/19 0:00,158,, SUP-HOFRCDGN,278,173,,
,,streetwear,,New,,100,95,Supreme Velour Snap Henley Black,10/12/17 0:00,118,, SP-VSHBK,,,,
,,streetwear,,New,,30,220,Kanye West Sunday Service New York I (Yeezy Promo) Crewneck Navy,9/29/19 0:00,140,, KY-SSNYIYPCNV,,,,
,,streetwear,,New,,150,375,Palace P-Stealth Jacket Purple Camo,10/4/19 0:00,248,, PAL-P-JPCMP,,,,
,,streetwear,,New,,55,159,BAPE Bicolor Katakana College Tee Blue,9/30/19 0:00,99,, B-BIKCTBL,,,,
,,streetwear,,New,,200,600,BAPE Hanten Down Jacket Beige,9/30/19 0:00,519,, B-HADJBGE,,,,
,,streetwear,,New,,350,440,BAPE Embroidery Relaxed Pullover Hoodie Purple,9/30/19 0:00,310,, B-EMRPHPP,,,,
,,streetwear,,New,,,155,Supreme Velour Snap Henley Purple,10/12/17 0:00,118,, SP-VSHPR,,,,
,,streetwear,,New,,120,200,BAPE Reflector 1st Camo Shark Tee Black/Yellow,9/30/19 0:00,115,, B-RE1CSTBKYW,,,,
228,205,streetwear,,New,"Supreme's first major brand collaboration of FW19 came in Week 5 as the brand came together with former collaborator, Lacoste. The collaboration yielded a full range of apparel including hoodies, jackets, half zip pullovers, pants, hats, bags, and even a cardigan. The Logo Panel Hooded Sweatshirt dropped in five colorways and features collaborative dual branding with the Lacoste Croc logo on the chest and the word ""Lacoste"" across the chest in large block lettering and the word Supreme laid over it. The Supreme LACOSTE Logo Panel Hooded Sweatshirt released on September 26th, 2019, and retailed for $158 USD.",218,189,Supreme LACOSTE Logo Panel Hooded Sweatshirt Red,9/26/19 0:00,158,, SUP-LALPHSRD,300,170,,
,,streetwear,,New,,100,555,BAPE Reflector 1st Camo Shark Tee Black/Green,9/30/19 0:00,115,, B-RE1CSTBKGN,,,,
,,streetwear,,New,,49,59,Palace Pocket Beanie Black,10/4/19 0:00,38,, PAL-POBBK,,,,
,,streetwear,,New,,,250,BAPE ABC Camo Assortment Case (M) Pink,9/30/19 0:00,,, BA-ABCCACMPK,,,,
,,streetwear,,New,,99,240,Kanye West Jesus Is King Painting II (Yeezy Promo) Crewneck White,9/29/19 0:00,140,, KW-JEIKPIWH,,,,
,,streetwear,,New,,,244,BAPE ABC Camo Clasp Mesh Shoulder Bag Green,9/30/19 0:00,,, B-ABCCMSBGRN,,,,
,,streetwear,,New,,46,79,Palace Stealth Bucket Blue Camo,10/4/19 0:00,48,, PAL-STBBCM,,,,
,,streetwear,,New,,,420,Kanye West Jesus Is King Detroit (Yeezy Promo) Crewneck Navy,9/27/19 0:00,140,, KW-JEIKDPNV,,,,
1,250,streetwear,,New,,150,225,Palace Laser Lines Hood Black,10/4/19 0:00,148,, PAL-LALHBK,250,250,,
1,200,streetwear,,New,,193,225,Palace Palace Belt Cream,10/4/19 0:00,,, PAL-PABCRM,200,200,,
,,streetwear,,New,,150,500,Kanye West Sunday Service New York (Yeezy Promo) Long Sleeve Heather,9/29/19 0:00,60,, KW-SUSNYPHTR,,,,
,,streetwear,,New,,305,325,Polo Ralph Lauren Indigo Stadium Popover Jacket Ridge Wash,9/26/19 0:00,248,, P-INSPJRW,,,,
1,74,streetwear,,New,,25,49,Supreme End of the World Mesh Back 5-Panel Navy,10/3/19 0:00,42,, SUP-ENOTWMBNV,74,74,,
1,80,streetwear,,New,,40,74,FEAR OF GOD ESSENTIALS Lemonade Waterproof Sling Bag Yellow,9/6/19 0:00,60,, FOG-ESLWSBYW,80,80,,
,,streetwear,,New,,40,56,Supreme Racing New Era Dark Green,5/23/19 0:00,68,, SUP-RANEDGN,,,,
,,streetwear,,New,,310,416,BAPE Embroidery Relaxed Pullover Hoodie Black,9/30/19 0:00,310,, B-EMRPHBK,,,,
,,streetwear,,New,,105,250,BAPE x F1 Mock Neck Long Sleeve Tee White,10/5/19 0:00,109,, B-XFMNLSWH,,,,
1,55,streetwear,,New,,54,65,Palace P Wool 6-Panel Stone,10/4/19 0:00,48,, PAL-PW6STN,55,55,,
1,61,streetwear,,New,,55,200,Supreme Athletic Label Tee Navy,5/30/19 0:00,68,, SUP-ATLTNV,61,61,,
1,375,streetwear,,New,,150,335,Palace P-Stealth Jacket Blue Camo,10/4/19 0:00,248,, PAL-P-JBCM,375,375,,
1,175,streetwear,,New,,80,135,Palace Palace Neck Card Holder Cream,10/4/19 0:00,,, PAL-PANCHCRM,175,175,,
1,59,streetwear,,New,,15,100,Supreme Cordura Script Logo 6-Panel Peach,5/23/19 0:00,48,, SUP-COSL6PCH,59,59,,
1,635,streetwear,,New,,210,590,Supreme Hooded Suede Work Jacket Black,10/12/17 0:00,588,, SP-HSWJBK,635,635,,
1,110,streetwear,,New,,55,119,FEAR OF GOD ESSENTIALS 3M Logo Crewneck Sweatshirt Dark Heather Gray,9/6/19 0:00,80,, FOG-ES3LCSDHG,110,110,,
4431,33,streetwear,,New,,30,23,KAWS x Uniqlo Pink BFF Tee (US Sizing) White,6/3/19 0:00,15,, KW-UPKBFFTWH,115,17,,
1,100,streetwear,,New,,,100,Palace Air P-Panel Blue,10/4/19 0:00,48,, PAL-AIPBL,100,100,,
2,105,streetwear,,New,,65,105,BAPE Brush Katakana Tee White,9/30/19 0:00,99,, B-BRKTWH,105,105,,
2,37,streetwear,,New,,,228,Supreme Polartec Ear Flap New Era Orange,10/12/17 0:00,58,, SP-PEFNEOG,44,30,,
2,74,streetwear,,New,,68,95,Supreme Logo Stripe S/S Top Royal,5/23/19 0:00,88,, SUP-LOSSTRYL,82,65,,
2,182,streetwear,,New,,62,189,Supreme Polartec Harrington Jacket Pink,10/12/17 0:00,188,, SP-PHJPK,184,180,,
2,62,streetwear,,New,,,59,FEAR OF GOD ESSENTIALS Boxy T-Shirt Black Ink,9/6/19 0:00,40,, FOG-ESBTBIK,68,55,,
2,131,streetwear,,New,,84,110,Supreme Zip Up S/S Work Shirt Navy,5/23/19 0:00,128,, SUP-ZIUSWSNV,150,112,,
2,1971,streetwear,,New,,1100,1050,Kith Moncler Parrachee Long Down Jacket Navy,12/9/17 0:00,1760,, KH-MPLDJN,2850,1092,,
,,streetwear,,New,,,138,Palace London Wave T-Shirt Black,10/4/19 0:00,78,, PAL-LOWTBK,,,,
2,125,streetwear,,New,,124,125,BAPE Bicolor Katakana College Tee Black,9/30/19 0:00,99,, B-BIKCTBK,129,120,,
1,170,collectibles,,New,,,399,Bearbrick Boba Fett First Appearance Ver. 400% Multi,,85,, BB-BOFFAV4MTI,170,170,,
3,107,streetwear,,New,,80,300,Supreme Plaid Rayon Shirt Brown,5/23/19 0:00,138,, SUP-PLRSBRN,150,65,,
2,694,streetwear,,New,,354,1000,Supreme Plaid Suit Red,5/23/19 0:00,598,, SUP-PLSRD,750,638,,
2,185,streetwear,,New,,116,235,Supreme Playboy Waffle Thermal White,10/12/17 0:00,110,, SP-PWTWT,215,155,,
2,50,streetwear,,New,,15,40,Supreme Wool Jacquard Beanie Dark Green,10/12/17 0:00,36,, SP-WJBDGN,50,50,,
3,58,streetwear,,New,,50,75,Supreme Cordura Script Logo 6-Panel Bright Green,5/23/19 0:00,48,, SUP-COSL6BRGN,60,55,,
3,342,streetwear,,New,,125,1100,Supreme Hooded Suede Work Jacket Tree Camo,10/12/17 0:00,588,, SP-HSWJTC,475,250,,
2,233,streetwear,,New,,200,450,Supreme Playboy Waffle Thermal Pant White,10/12/17 0:00,110,, SP-PWTPWT,240,226,,
3,50,streetwear,,New,,,53,Palace Duck Out Beanie Black,10/4/19 0:00,38,, PAL-DUOBBK,54,45,,
3,210,streetwear,,New,,190,182,Palace De Boss P3 Hood Yellow,10/4/19 0:00,148,, PAL-DEBPHYW,220,200,,
15,57,streetwear,,New,,50,74,Supreme Paisley 5-Panel Blue,10/12/17 0:00,44,, SP-P5PBL,87,41,,
1,44,streetwear,,New,,,110,Supreme Polartec Ear Flap New Era Sulphur,10/12/17 0:00,58,, SP-PEFNES,44,44,,
14,338,streetwear,,New,,246,498,Supreme Scarface Friend Hooded Sweatshirt White,10/12/17 0:00,168,, SP-SFHSWT,570,241,,
3,436,streetwear,,New,,300,427,BAPE 1st Camo Shark Shoulder Full Zip Hoodie Green,9/30/19 0:00,479,, B-1SCSSFZGRN,449,430,,
4,42,streetwear,,New,,36,41,Supreme Cordura Script Logo 6-Panel White,5/23/19 0:00,48,, SUP-COSL6WH,47,37,,
16,711,streetwear,,New,,550,900,Supreme Plaid Suit Black,5/23/19 0:00,598,, SUP-PLSBK,790,650,,
2,75,streetwear,,New,,60,75,Palace Love Triangle T-Shirt Dark Green,10/4/19 0:00,48,, PAL-LOTTDGN,75,75,,
4,108,streetwear,,New,,150,105,Supreme The Velvet Underground Ringer Tee Tan,9/19/19 0:00,98,, SUP-THVURTTAN,130,85,,
16,136,streetwear,,New,,100,156,Palace Famo Shell Shorts Black,6/7/19 0:00,108,, PAL-FASSBK,244,94,,
16,78,streetwear,,New,,65,97,Supreme Wool Jacquard Beanie Black,10/12/17 0:00,36,, SP-WJBBK,129,50,,
19,119,streetwear,,New,,89,100,Palace Famo Shell Shorts White,6/7/19 0:00,108,, PAL-FASSWH,154,98,,
,,streetwear,,New,,,250,Palace Laser Lines Hood Orange,10/4/19 0:00,148,, PAL-LALHOG,,,,
19,98,streetwear,,New,,82,100,Palace Reverso Tee Red/Pink,6/21/19 0:00,88,, PAL-RETRP,150,58,,
17,57,streetwear,,New,,90,115,Supreme Glitter Terry Camp Cap Red,5/23/19 0:00,48,, SUP-GLTCCRD,95,31,,
24,173,streetwear,,New,,155,171,Palace Safe T Hood Grey Marl,4/12/19 0:00,148,, PAL-SATHGML,209,115,,
18,4358,streetwear,,New,,4500,5497,Supreme Fender Stratocaster White,12/14/17 0:00,1998,, SP-FSWT,5890,3301,,
22,181,streetwear,,New,,132,280,Palace Nicked Shirt Black/Yellow,6/21/19 0:00,128,, PAL-NISBKYW,260,155,,
16,1870,streetwear,,New,,1675,2000,Supreme Simpson Street Bandit Helmet Red,,,, SP-SSBHRD,2300,1220,,
26,128,streetwear,,New,,140,159,Supreme Scarface Hockey Jersey White,10/12/17 0:00,198,, SP-SHJWT,188,80,,
27,25,streetwear,,New,,16,28,Supreme Diamond Plate Bandana White,6/13/19 0:00,20,, SUP-DIPBWH,35,20,,
27,257,streetwear,,New,,275,285,Palace G-Low Shell Top Black,9/6/19 0:00,178,, PAL-G-STBK,380,225,,
15,119,streetwear,,New,,90,119,Palace Palazzo T-Shirt White,6/1/18 0:00,48,, PAL-PLZZ-T-WHT,181,71,,
28,171,streetwear,,New,,185,180,Supreme Reaper Rayon S/S Shirt Regret and Inspiration,4/18/19 0:00,158,, SUP-RERSSRAI,225,119,,
26,127,streetwear,,New,,90,153,Supreme Scarface Blimp Tee Red,10/12/17 0:00,44,, SP-SBTRD,180,86,,
3,271,streetwear,,New,,207,525,Supreme Hooded Buffalo Plaid Flannel Shirt Multicolor,10/12/17 0:00,128,, SP-HBPFSM,375,190,,
26,176,streetwear,,New,,210,249,Palace Safe T Hood Yellow,4/12/19 0:00,148,, PAL-SATHYW,230,130,,
24,311,streetwear,,New,,250,340,Supreme Scarface Sweater Black,10/12/17 0:00,178,, SP-SSBK,422,250,,
31,101,streetwear,,New,,100,115,Supreme Polartec Ear Flap New Era Black,10/12/17 0:00,58,, SP-PEFNEBK,250,60,,
30,150,streetwear,,New,,125,145,Supreme Scarface Hockey Jersey Black,10/12/17 0:00,198,, SP-SHJBK,280,87,,
34,176,streetwear,,New,,183,215,Palace LA Dye Hood Orange,4/26/19 0:00,,, PAL-LADHOG,250,136,,
2,161,streetwear,,New,,86,300,Supreme Playboy Waffle Thermal Light Blue,10/12/17 0:00,110,, SP-PWTLBL,182,140,,
37,132,streetwear,,New,,115,138,Supreme Nike Stripe Sweatpant Navy,5/23/19 0:00,138,, SUP-NISSNV,260,65,,
37,96,streetwear,,New,,85,115,Supreme Scarface Shower Tee Heather Grey,10/12/17 0:00,44,, SP-SSTHGY,150,70,,
